133	Can they fly?
134	Why did Ben Franklin want it to be the national symbol?
135	Why is it eaten on Thanksgiving?
136	What is taught in sociology?
137	What is the main contribution of Auguste Comte?
138	What is the role of positivism in it?
139	What is Herbert Spencer known for?
140	How is his work related to Comte?
141	What is the functionalist theory?
142	What is its main criticism?
143	How does it compare to conflict theory?
144	What are modern examples of conflict theory?
145	I would like to learn about GMO Food labeling.
146	What are the pros and cons?
147	And what about the cons?
148	What are the EU rules?
149	Tell me more about traceability tools.
150	What is the role of Co-Extra?
151	How is testing done for contamination?
152	What's the difference between the European and US approaches?
153	How does the DNA-based method work?
154	How could Co-Extra improve it?
155	What are some interesting facts about bees?
156	Why doesn't it spoil?
157	Why are so many dying?
158	What can be done to stop it?
159	What has happened to their habitat?
160	What can I do to help with the problem?
161	What is the cause of CCD?
162	What would happen if they died out?
163	How does seed investment work for startups?
164	Tell me more about angel rounds.
165	How does it compare with crowdfunding?
166	How much is a typical A series round?
167	What are the risks of investing?
168	What are the different types of instruments used by VCs?
169	How much does a used Lamborghini cost?
170	How does it compare to a Ferrari?
171	Interesting. What about for a pimped-out food truck?
172	What licenses and permits are needed?
173	What makes a good location?
174	What is a typical day like?
175	How can I run it successfully?
176	What are some good examples to learn from?
177	Besides inventive flavors, what made it successful?
178	What is the climate like in Utah?
179	How does Salt Lake City differ?
180	What is its main economic activity?
181	What was the impact of the 2002 games?
182	What were important ski locations used?
183	What are the important non-ski events that happen in the city?
184	What about some popular non-winter things to do in the area?
185	Which is the biggest commercial plane?
186	What are its operational costs?
187	How does its fuel consumption compare to its competitors?
188	How do the freighter versions compare to each other?
189	Why did the A380 stop being produced?
190	What was Boeing's response to compete with it?
191	What is the newest version and what is better about it?
192	What are the differences between the variants?
193	What is the purpose of GDPR?
194	What is different compared to previous legislation?
195	What are the privacy implications of those technologies?
196	Oh, IP addresses are considered PII? What is the full range of personal data?
197	How do big companies adapt to GDPR?
198	OK. Tell me about the privacy issues in social networks.
199	What do they get in return for their privacy?
200	What are the symptoms of that addiction?
201	Do shoulder braces help recover from an injury?
202	Tell me more about some exercises that could help.
203	What are some others?
204	How do I know if it's serious?
205	When should you consider surgery?
206	That seems extreme. What are other ways to treat the pain?
207	How do I stop it from hurting at my desk?
208	How do you make Japanese Yakiniku?
209	What are the best Yakiniku restaurants in Tokyo?
210	Tell me about three star Michelin sushi restaurants there.
211	Oh you need an agent to make reservations?
212	Tell me other fun things to do there.
213	What is the cost of living there compared to NYC?
214	What is the salary of foreign law firms there?
215	What is Melania Trump's religion?
216	What did she do before she was married?
217	Does she have children?
218	How old is he?
219	They met at the Kit Kat Club?  Where is that?
220	When did she become a model?
221	Do we pay the First Lady?
222	What about Ivanka?
223	And Jared?
224	What does he do at the White House?
225	Why were the Dead such an influential live band?
226	Why did they allow live recordings?
227	Did they have a #1 hit?
228	Who was the leader?
229	How did he lose his finger?
230	What was his relationship to the Airplane?
231	Who wrote it?
232	What else did they write?
233	Why did the band break up?
234	Who are some of the well-known Information Retrieval researchers?
235	Who are some important British ones?
236	What did his studies contribute to evaluation?
237	How did they influence modern initiatives?
238	What is TREC?
239	What are some recent tasks?
240	e-Discovery?  What's that?
241	What are the important components of a test collection?
242	What are important measures for web search engines?
243	What about online ones?
244	When did the Black Lives Matter campaign begin?
245	Tell me more about what happened.
246	Why was he acquitted?
247	And how about what happened to Brown?
248	Who named the movement?
249	What was the US reaction to it?
250	Tell me more about the movement of the police supporters.
251	Why were they killed?
252	What else motivates the Black Lives Matter movement?
